"period","type","plot","nind","biomass","energy","plot_type"
91,"small_granivore",8,0,0,0,"orig_control"
92,"small_granivore",8,0,0,0,"orig_control"
93,"small_granivore",8,1,15,43.3691300549964,"orig_control"
94,"small_granivore",8,0,0,0,"orig_control"
95,"small_granivore",8,0,0,0,"orig_control"
96,"small_granivore",8,0,0,0,"orig_control"
97,"small_granivore",8,0,0,0,"orig_control"
98,"small_granivore",8,0,0,0,"orig_control"
99,"small_granivore",8,0,0,0,"orig_control"
100,"small_granivore",8,0,0,0,"orig_control"
101,"small_granivore",8,0,0,0,"orig_control"
102,"small_granivore",8,0,0,0,"orig_control"
103,"small_granivore",8,0,0,0,"orig_control"
104,"small_granivore",8,1,12,36.6858174724557,"orig_control"
105,"small_granivore",8,0,0,0,"orig_control"
106,"small_granivore",8,0,0,0,"orig_control"
107,"small_granivore",8,0,0,0,"orig_control"
108,"small_granivore",8,0,0,0,"orig_control"
109,"small_granivore",8,0,0,0,"orig_control"
110,"small_granivore",8,1,18,49.7240672582641,"orig_control"
111,"small_granivore",8,0,0,0,"orig_control"
112,"small_granivore",8,0,0,0,"orig_control"
113,"small_granivore",8,2,43.98281643,115.566520060475,"orig_control"
114,"small_granivore",8,0,0,0,"orig_control"
115,"small_granivore",8,1,16,45.52,"orig_control"
116,"small_granivore",8,0,0,0,"orig_control"
117,"small_granivore",8,0,0,0,"orig_control"
118,"small_granivore",8,0,0,0,"orig_control"
119,"small_granivore",8,0,0,0,"orig_control"
120,"small_granivore",8,0,0,0,"orig_control"
121,"small_granivore",8,0,0,0,"orig_control"
122,"small_granivore",8,1,14,41.1820814442282,"orig_control"
123,"small_granivore",8,0,0,0,"orig_control"
124,"small_granivore",8,0,0,0,"orig_control"
125,"small_granivore",8,0,0,0,"orig_control"
126,"small_granivore",8,0,0,0,"orig_control"
127,"small_granivore",8,0,0,0,"orig_control"
128,"small_granivore",8,0,0,0,"orig_control"
129,"small_granivore",8,2,20,63.7521714099176,"orig_control"
130,"small_granivore",8,1,12,36.6858174724557,"orig_control"
131,"small_granivore",8,3,26,85.391082547227,"orig_control"
132,"small_granivore",8,0,0,0,"orig_control"
133,"small_granivore",8,0,0,0,"orig_control"
134,"small_granivore",8,0,0,0,"orig_control"
135,"small_granivore",8,0,0,0,"orig_control"
136,"small_granivore",8,0,0,0,"orig_control"
137,"small_granivore",8,0,0,0,"orig_control"
138,"small_granivore",8,2,28,82.3247195441075,"orig_control"
139,"small_granivore",8,0,0,0,"orig_control"
140,"small_granivore",8,0,0,0,"orig_control"
141,"small_granivore",8,2,14,48.8798715164296,"orig_control"
142,"small_granivore",8,0,0,0,"orig_control"
143,"small_granivore",8,0,0,0,"orig_control"
144,"small_granivore",8,0,0,0,"orig_control"
145,"small_granivore",8,1,11,34.3681994673169,"orig_control"
146,"small_granivore",8,0,0,0,"orig_control"
147,"small_granivore",8,0,0,0,"orig_control"
148,"small_granivore",8,0,0,0,"orig_control"
149,"small_granivore",8,0,0,0,"orig_control"
150,"small_granivore",8,0,0,0,"orig_control"
151,"small_granivore",8,0,0,0,"orig_control"
152,"small_granivore",8,0,0,0,"orig_control"
153,"small_granivore",8,0,0,0,"orig_control"
154,"small_granivore",8,0,0,0,"orig_control"
155,"small_granivore",8,0,0,0,"orig_control"
1,"grasshopper",8,0,0,0,"orig_control"
2,"grasshopper",8,0,0,0,"orig_control"
3,"grasshopper",8,0,0,0,"orig_control"
4,"grasshopper",8,0,0,0,"orig_control"
5,"grasshopper",8,0,0,0,"orig_control"
6,"grasshopper",8,0,0,0,"orig_control"
7,"grasshopper",8,1,24.05599577,61.8058765978623,"orig_control"
8,"grasshopper",8,0,0,0,"orig_control"
9,"grasshopper",8,2,64,152.983999254653,"orig_control"
10,"grasshopper",8,0,0,0,"orig_control"
11,"grasshopper",8,0,0,0,"orig_control"
12,"grasshopper",8,0,0,0,"orig_control"
13,"grasshopper",8,0,0,0,"orig_control"
14,"grasshopper",8,0,0,0,"orig_control"
15,"grasshopper",8,0,0,0,"orig_control"
16,"grasshopper",8,0,0,0,"orig_control"
17,"grasshopper",8,2,52,130.957674124756,"orig_control"
18,"grasshopper",8,1,30,72.9378919918372,"orig_control"
19,"grasshopper",8,0,0,0,"orig_control"
20,"grasshopper",8,1,32,76.5552096446982,"orig_control"
21,"grasshopper",8,0,0,0,"orig_control"
22,"grasshopper",8,0,0,0,"orig_control"
23,"grasshopper",8,0,0,0,"orig_control"
24,"grasshopper",8,0,0,0,"orig_control"
25,"grasshopper",8,1,36,83.6255798186177,"orig_control"
26,"grasshopper",8,0,0,0,"orig_control"
27,"grasshopper",8,0,0,0,"orig_control"
28,"grasshopper",8,0,0,0,"orig_control"
29,"grasshopper",8,2,71,165.502839624356,"orig_control"
30,"grasshopper",8,0,0,0,"orig_control"
31,"grasshopper",8,2,74,170.676800954001,"orig_control"
32,"grasshopper",8,0,0,0,"orig_control"
33,"grasshopper",8,0,0,0,"orig_control"
34,"grasshopper",8,1,24,61.6979448064802,"orig_control"
35,"grasshopper",8,0,0,0,"orig_control"
36,"grasshopper",8,0,0,0,"orig_control"
37,"grasshopper",8,2,69,161.993664966304,"orig_control"
38,"grasshopper",8,2,56,137.695576764481,"orig_control"
39,"grasshopper",8,4,89,229.903589558045,"orig_control"
40,"grasshopper",8,0,0,0,"orig_control"
41,"grasshopper",8,0,0,0,"orig_control"
42,"grasshopper",8,0,0,0,"orig_control"
43,"grasshopper",8,0,0,0,"orig_control"
44,"grasshopper",8,0,0,0,"orig_control"
45,"grasshopper",8,0,0,0,"orig_control"
46,"grasshopper",8,0,0,0,"orig_control"
47,"grasshopper",8,0,0,0,"orig_control"
48,"grasshopper",8,1,31,74.7538451814357,"orig_control"
49,"grasshopper",8,0,0,0,"orig_control"
50,"grasshopper",8,0,0,0,"orig_control"
51,"grasshopper",8,0,0,0,"orig_control"
52,"grasshopper",8,0,0,0,"orig_control"
53,"grasshopper",8,0,0,0,"orig_control"
54,"grasshopper",8,0,0,0,"orig_control"
55,"grasshopper",8,0,0,0,"orig_control"
56,"grasshopper",8,1,24,61.6979448064802,"orig_control"
57,"grasshopper",8,0,0,0,"orig_control"
58,"grasshopper",8,1,45,98.8602380143538,"orig_control"
59,"grasshopper",8,0,0,0,"orig_control"
60,"grasshopper",8,2,69,161.993664966304,"orig_control"
61,"grasshopper",8,0,0,0,"orig_control"
62,"grasshopper",8,0,0,0,"orig_control"
63,"grasshopper",8,0,0,0,"orig_control"
64,"grasshopper",8,0,0,0,"orig_control"
65,"grasshopper",8,0,0,0,"orig_control"
66,"grasshopper",8,0,0,0,"orig_control"
67,"grasshopper",8,0,0,0,"orig_control"
68,"grasshopper",8,0,0,0,"orig_control"
69,"grasshopper",8,2,49,124.719730638542,"orig_control"
70,"grasshopper",8,0,0,0,"orig_control"
71,"grasshopper",8,0,0,0,"orig_control"
72,"grasshopper",8,0,0,0,"orig_control"
73,"grasshopper",8,0,0,0,"orig_control"
74,"grasshopper",8,0,0,0,"orig_control"
75,"grasshopper",8,0,0,0,"orig_control"
76,"grasshopper",8,0,0,0,"orig_control"
77,"grasshopper",8,0,0,0,"orig_control"
78,"grasshopper",8,0,0,0,"orig_control"
79,"grasshopper",8,0,0,0,"orig_control"
80,"grasshopper",8,0,0,0,"orig_control"
81,"grasshopper",8,0,0,0,"orig_control"
82,"grasshopper",8,1,35,81.8772598057385,"orig_control"
83,"grasshopper",8,0,0,0,"orig_control"
84,"grasshopper",8,0,0,0,"orig_control"
85,"grasshopper",8,0,0,0,"orig_control"
86,"grasshopper",8,0,0,0,"orig_control"
87,"grasshopper",8,0,0,0,"orig_control"
88,"grasshopper",8,0,0,0,"orig_control"
89,"grasshopper",8,0,0,0,"orig_control"
90,"grasshopper",8,0,0,0,"orig_control"
91,"grasshopper",8,0,0,0,"orig_control"
92,"grasshopper",8,0,0,0,"orig_control"
93,"grasshopper",8,2,49,125.314078766349,"orig_control"
94,"grasshopper",8,2,61,147.392490916716,"orig_control"
95,"grasshopper",8,0,0,0,"orig_control"
96,"grasshopper",8,0,0,0,"orig_control"
97,"grasshopper",8,0,0,0,"orig_control"
98,"grasshopper",8,0,0,0,"orig_control"
99,"grasshopper",8,0,0,0,"orig_control"
100,"grasshopper",8,0,0,0,"orig_control"
101,"grasshopper",8,0,0,0,"orig_control"
102,"grasshopper",8,0,0,0,"orig_control"
103,"grasshopper",8,0,0,0,"orig_control"
104,"grasshopper",8,2,40,107.625395104561,"orig_control"
105,"grasshopper",8,1,22,57.8001914615828,"orig_control"
106,"grasshopper",8,0,0,0,"orig_control"
107,"grasshopper",8,0,0,0,"orig_control"
108,"grasshopper",8,0,0,0,"orig_control"
109,"grasshopper",8,0,0,0,"orig_control"
110,"grasshopper",8,0,0,0,"orig_control"
111,"grasshopper",8,0,0,0,"orig_control"
112,"grasshopper",8,0,0,0,"orig_control"
113,"grasshopper",8,1,26,65.5152311109777,"orig_control"
114,"grasshopper",8,1,24,61.6979448064802,"orig_control"
115,"grasshopper",8,3,72,185.032459381321,"orig_control"
116,"grasshopper",8,0,0,0,"orig_control"
117,"grasshopper",8,0,0,0,"orig_control"
118,"grasshopper",8,0,0,0,"orig_control"
119,"grasshopper",8,0,0,0,"orig_control"
120,"grasshopper",8,0,0,0,"orig_control"
121,"grasshopper",8,0,0,0,"orig_control"
122,"grasshopper",8,0,0,0,"orig_control"
123,"grasshopper",8,0,0,0,"orig_control"
124,"grasshopper",8,0,0,0,"orig_control"
125,"grasshopper",8,1,45,98.8602380143538,"orig_control"
126,"grasshopper",8,1,19,51.7818386467049,"orig_control"
127,"grasshopper",8,0,0,0,"orig_control"
128,"grasshopper",8,1,21,55.8183169587426,"orig_control"
129,"grasshopper",8,0,0,0,"orig_control"
130,"grasshopper",8,1,26,65.5152311109777,"orig_control"
131,"grasshopper",8,3,80,200.093705703092,"orig_control"
132,"grasshopper",8,0,0,0,"orig_control"
133,"grasshopper",8,0,0,0,"orig_control"
134,"grasshopper",8,0,0,0,"orig_control"
135,"grasshopper",8,0,0,0,"orig_control"
136,"grasshopper",8,1,18,49.7240672582641,"orig_control"
137,"grasshopper",8,0,0,0,"orig_control"
138,"grasshopper",8,1,27,67.3961502032971,"orig_control"
139,"grasshopper",8,2,64,152.885309136894,"orig_control"
140,"grasshopper",8,6,143,365.816407450687,"orig_control"
141,"grasshopper",8,0,0,0,"orig_control"
142,"grasshopper",8,0,0,0,"orig_control"
143,"grasshopper",8,0,0,0,"orig_control"
144,"grasshopper",8,0,0,0,"orig_control"
145,"grasshopper",8,0,0,0,"orig_control"
146,"grasshopper",8,0,0,0,"orig_control"
147,"grasshopper",8,0,0,0,"orig_control"
148,"grasshopper",8,0,0,0,"orig_control"
149,"grasshopper",8,1,14,41.1820814442282,"orig_control"
150,"grasshopper",8,0,0,0,"orig_control"
151,"grasshopper",8,0,0,0,"orig_control"
152,"grasshopper",8,0,0,0,"orig_control"
153,"grasshopper",8,0,0,0,"orig_control"
154,"grasshopper",8,0,0,0,"orig_control"
155,"grasshopper",8,0,0,0,"orig_control"
1,"dipo",11,5,294.03642668,591.900145278783,"orig_control"
2,"dipo",11,4,326.8551208,605.147290273536,"orig_control"
3,"dipo",11,3,128,283.378547751605,"orig_control"
4,"dipo",11,4,322.8551208,598.480521743553,"orig_control"
5,"dipo",11,4,324,597.022633063578,"orig_control"
6,"dipo",11,6,588,1039.65552532935,"orig_control"
7,"dipo",11,5,381,711.985631789529,"orig_control"
8,"dipo",11,3,135.52721657,297.394619280951,"orig_control"
9,"dipo",11,5,402,742.280208735788,"orig_control"
10,"dipo",11,5,428,784.636944102165,"orig_control"
11,"dipo",11,6,336,671.4917172655,"orig_control"
12,"dipo",11,4,286,543.298055551233,"orig_control"
13,"dipo",11,3,266,487.144222476555,"orig_control"
14,"dipo",11,5,330,631.422792488658,"orig_control"
15,"dipo",11,6,398,771.74993372888,"orig_control"
16,"dipo",11,7,440,870.20096603736,"orig_control"
17,"dipo",11,3,121,273.021578197172,"orig_control"
18,"dipo",11,4,165,370.159445264343,"orig_control"
19,"dipo",11,4,182,398.08024454469,"orig_control"
20,"dipo",11,2,92,200.971108834628,"orig_control"
21,"dipo",11,2,165.9275604,306.709477134708,"orig_control"
22,"dipo",11,2,93,202.640976259834,"orig_control"
23,"dipo",11,1,46,100.503373641219,"orig_control"
24,"dipo",11,2,123,244.201254008666,"orig_control"
25,"dipo",11,2,129,251.981635681935,"orig_control"
26,"dipo",11,2,75,172.379068739429,"orig_control"
27,"dipo",11,2,89,195.882083653393,"orig_control"
28,"dipo",11,3,194,368.218388365829,"orig_control"
29,"dipo",11,5,299,594.162615917956,"orig_control"
30,"dipo",11,9,469,971.610363820063,"orig_control"
31,"dipo",11,1,36,83.6255798186177,"orig_control"
32,"dipo",11,1,45,98.8602380143538,"orig_control"
33,"dipo",11,2,222,388.089231400391,"orig_control"
34,"dipo",11,2,150,285.500029545655,"orig_control"
35,"dipo",11,4,245,487.289468009057,"orig_control"
36,"dipo",11,4,340,625.369101353728,"orig_control"
37,"dipo",11,4,291,550.119737166876,"orig_control"
38,"dipo",11,1,131,220.325994010241,"orig_control"
39,"dipo",11,2,169,307.862919317042,"orig_control"
40,"dipo",11,2,169,309.13569838071,"orig_control"
41,"dipo",11,1,59,121.129876694425,"orig_control"
42,"dipo",11,3,210,399.683156970564,"orig_control"
43,"dipo",11,4,261,508.790679415135,"orig_control"
44,"dipo",11,4,277,532.925213663347,"orig_control"
45,"dipo",11,3,204,389.760124640206,"orig_control"
46,"dipo",11,4,260,505.926301629461,"orig_control"
47,"dipo",11,3,134,294.578856626048,"orig_control"
48,"dipo",11,3,129,286.609364688464,"orig_control"
49,"dipo",11,3,120,271.077636507137,"orig_control"
50,"dipo",11,3,133,293.220395492866,"orig_control"
51,"dipo",11,4,241,482.279989643475,"orig_control"
52,"dipo",11,5,245,526.686903768346,"orig_control"
53,"dipo",11,4,241,483.063970109803,"orig_control"
54,"dipo",11,8,483,965.275309601086,"orig_control"
55,"dipo",11,7,382,790.19315448845,"orig_control"
56,"dipo",11,5,261,538.699522245363,"orig_control"
57,"dipo",11,5,289,589.049458040323,"orig_control"
58,"dipo",11,6,355.9275604,702.361853127536,"orig_control"
59,"dipo",11,10,662,1294.92197842872,"orig_control"
60,"dipo",11,8,488,966.569252228391,"orig_control"
61,"dipo",11,9,537,1076.73461485879,"orig_control"
62,"dipo",11,6,434,827.508434675242,"orig_control"
63,"dipo",11,7,414,829.475858132648,"orig_control"
64,"dipo",11,7,436,857.992230311061,"orig_control"
65,"dipo",11,7,301,667.752638415267,"orig_control"
66,"dipo",11,9,539,1083.68736523797,"orig_control"
67,"dipo",11,5,424,781.25173586801,"orig_control"
68,"dipo",11,2,91,199.363611655573,"orig_control"
69,"dipo",11,6,440,835.421831137573,"orig_control"
70,"dipo",11,2,93,202.640976259834,"orig_control"
71,"dipo",11,5,279,562.815964491984,"orig_control"
72,"dipo",11,11,686,1354.81224738507,"orig_control"
73,"dipo",11,9,472,972.005566660116,"orig_control"
74,"dipo",11,7,545,1014.22134232252,"orig_control"
75,"dipo",11,8,585,1108.13831854793,"orig_control"
76,"dipo",11,6,371,732.76301081072,"orig_control"
77,"dipo",11,2,170,310.4056767719,"orig_control"
78,"dipo",11,2,169,309.13569838071,"orig_control"
79,"dipo",11,4,138,322.301953131591,"orig_control"
80,"dipo",11,5,231,502.579825745481,"orig_control"
81,"dipo",11,3,132,290.945444512231,"orig_control"
82,"dipo",11,2,83,186.048050474036,"orig_control"
83,"dipo",11,5,248,524.865139678703,"orig_control"
84,"dipo",11,6,294,622.373683601381,"orig_control"
85,"dipo",11,2,69,161.993664966304,"orig_control"
86,"dipo",11,2,82,184.345782688608,"orig_control"
87,"dipo",11,2,73,168.748679129069,"orig_control"
88,"dipo",11,1,43,95.5462415403459,"orig_control"
89,"dipo",11,2,84,187.739711024716,"orig_control"
90,"dipo",11,4,174,385.278823104611,"orig_control"
91,"dipo",11,2,82,184.376654205895,"orig_control"
92,"dipo",11,3,139,303.091595962969,"orig_control"
93,"dipo",11,6,262,578.933031886124,"orig_control"
94,"dipo",11,8,442,913.963524437835,"orig_control"
95,"dipo",11,11,550.52721657,1165.97336265663,"orig_control"
96,"dipo",11,7,310,682.880048785382,"orig_control"
97,"dipo",11,5,300,599.336135309051,"orig_control"
98,"dipo",11,5,300,601.545207440486,"orig_control"
99,"dipo",11,4,229,459.007389736477,"orig_control"
100,"dipo",11,3,105,243.807680211892,"orig_control"
101,"dipo",11,6,171,420.424520308364,"orig_control"
102,"dipo",11,4,169,376.501862455178,"orig_control"
103,"dipo",11,6,326,658.745483126086,"orig_control"
104,"dipo",11,5,279,572.830483575934,"orig_control"
105,"dipo",11,4,241,480.420391288672,"orig_control"
106,"dipo",11,5,274,549.718246263258,"orig_control"
107,"dipo",11,7,397,811.950091082379,"orig_control"
108,"dipo",11,3,209,404.058990732055,"orig_control"
109,"dipo",11,2,91,199.182627482678,"orig_control"
110,"dipo",11,4,190,411.750159863858,"orig_control"
111,"dipo",11,3,138,301.501214274188,"orig_control"
112,"dipo",11,3,140,304.725824940365,"orig_control"
113,"dipo",11,3,123,276.283739360438,"orig_control"
114,"dipo",11,3,127,283.154510602921,"orig_control"
115,"dipo",11,2,88,194.415895204093,"orig_control"
116,"dipo",11,2,78,177.555268518927,"orig_control"
117,"dipo",11,6,221,509.469113517919,"orig_control"
118,"dipo",11,6,240,542.506781854785,"orig_control"
119,"dipo",11,7,274,622.501803935384,"orig_control"
120,"dipo",11,7,308.03951957,679.965725187613,"orig_control"
121,"dipo",11,3,131,289.865420589263,"orig_control"
122,"dipo",11,5,179,413.943354109928,"orig_control"
123,"dipo",11,5,195,442.191746977188,"orig_control"
124,"dipo",11,3,126,281.429984650957,"orig_control"
125,"dipo",11,4,165,369.496166849183,"orig_control"
126,"dipo",11,2,93,202.640976259834,"orig_control"
127,"dipo",11,6,251,560.730470266842,"orig_control"
128,"dipo",11,2,81,182.632566526867,"orig_control"
129,"dipo",11,4,176,388.348843114583,"orig_control"
130,"dipo",11,3,132,291.365812204203,"orig_control"
131,"dipo",11,7,315,691.597283375953,"orig_control"
132,"dipo",11,3,143,309.663925083777,"orig_control"
133,"dipo",11,2,93,202.640976259834,"orig_control"
134,"dipo",11,1,48,103.763161232581,"orig_control"
135,"dipo",11,2,71.39257813,165.1159962285,"orig_control"
136,"dipo",11,3,129,285.258540581932,"orig_control"
137,"dipo",11,3,133,293.129965264112,"orig_control"
138,"dipo",11,3,127,282.999805539342,"orig_control"
139,"dipo",11,3,133,292.752340435541,"orig_control"
140,"dipo",11,2,98,210.628672675826,"orig_control"
141,"dipo",11,5,230,501.69044003536,"orig_control"
142,"dipo",11,5,215,477.274135044109,"orig_control"
143,"dipo",11,6,289,623.241532079672,"orig_control"
144,"dipo",11,8,376,816.403202125205,"orig_control"
145,"dipo",11,9,438,942.7838408651,"orig_control"
146,"dipo",11,8,401,856.969266637165,"orig_control"
147,"dipo",11,7,317,692.000151134524,"orig_control"
148,"dipo",11,7,306,672.827842332735,"orig_control"
149,"dipo",11,6,257.52721657,570.333427998209,"orig_control"
150,"dipo",11,7,296,656.745720919828,"orig_control"
151,"dipo",11,5,240,517.891485713038,"orig_control"
152,"dipo",11,5,235,509.854888990008,"orig_control"
153,"dipo",11,6,272,595.708700211799,"orig_control"
154,"dipo",11,8,354,779.790425730833,"orig_control"
155,"dipo",11,8,350,773.138803693275,"orig_control"
1,"other",11,0,0,0,"orig_control"
2,"other",11,0,0,0,"orig_control"
3,"other",11,1,162.5347738,259.013252088968,"orig_control"
4,"other",11,1,162.5347738,259.013252088968,"orig_control"
5,"other",11,1,162.5347738,259.013252088968,"orig_control"
6,"other",11,1,162.5347738,259.013252088968,"orig_control"
7,"other",11,1,162.5347738,259.013252088968,"orig_control"
8,"other",11,0,0,0,"orig_control"
9,"other",11,0,0,0,"orig_control"
10,"other",11,0,0,0,"orig_control"
11,"other",11,0,0,0,"orig_control"
12,"other",11,0,0,0,"orig_control"
13,"other",11,0,0,0,"orig_control"
14,"other",11,0,0,0,"orig_control"
15,"other",11,0,0,0,"orig_control"
16,"other",11,0,0,0,"orig_control"
17,"other",11,0,0,0,"orig_control"
18,"other",11,0,0,0,"orig_control"
19,"other",11,0,0,0,"orig_control"
20,"other",11,0,0,0,"orig_control"
21,"other",11,0,0,0,"orig_control"
22,"other",11,0,0,0,"orig_control"
23,"other",11,0,0,0,"orig_control"
24,"other",11,0,0,0,"orig_control"
25,"other",11,0,0,0,"orig_control"
26,"other",11,0,0,0,"orig_control"
27,"other",11,0,0,0,"orig_control"
28,"other",11,0,0,0,"orig_control"
29,"other",11,0,0,0,"orig_control"
30,"other",11,0,0,0,"orig_control"
31,"other",11,0,0,0,"orig_control"
32,"other",11,0,0,0,"orig_control"
33,"other",11,0,0,0,"orig_control"
34,"other",11,0,0,0,"orig_control"
35,"other",11,0,0,0,"orig_control"
36,"other",11,0,0,0,"orig_control"
37,"other",11,1,83,156.466308239007,"orig_control"
38,"other",11,1,143,235.295864662335,"orig_control"
39,"other",11,0,0,0,"orig_control"
40,"other",11,0,0,0,"orig_control"
41,"other",11,1,116,201.120230609569,"orig_control"
42,"other",11,0,0,0,"orig_control"
43,"other",11,0,0,0,"orig_control"
44,"other",11,0,0,0,"orig_control"
45,"other",11,0,0,0,"orig_control"
46,"other",11,0,0,0,"orig_control"
47,"other",11,0,0,0,"orig_control"
48,"other",11,0,0,0,"orig_control"
49,"other",11,1,172,270.245581240266,"orig_control"
