"period","censusdate","era","plot","plot_type","total_e","dipo_e","smgran_e","pb_e","pp_e"
51,1981-10-24,"a_pre_ba",15,"EE",0,0,0,0,0
51,1981-10-24,"a_pre_ba",17,"CC",113.346362215707,113.346362215707,0,0,0
51,1981-10-24,"a_pre_ba",19,"EE",103.536764810545,0,103.536764810545,0,0
51,1981-10-24,"a_pre_ba",22,"CE",331.61508083122,331.61508083122,0,0,0
52,1981-11-22,"a_pre_ba",2,"CE",806.768615197048,651.423099256934,155.345515940115,0,0
52,1981-11-22,"a_pre_ba",3,"EE",80.9457321493692,0,80.9457321493692,0,0
52,1981-11-22,"a_pre_ba",4,"CC",813.62995208053,813.62995208053,0,0,0
52,1981-11-22,"a_pre_ba",8,"CE",596.582691256831,572.095679124782,24.4870121320489,0,0
52,1981-11-22,"a_pre_ba",11,"CC",526.686903768346,526.686903768346,0,0,0
52,1981-11-22,"a_pre_ba",14,"CC",772.052323414574,772.052323414574,0,0,0
52,1981-11-22,"a_pre_ba",15,"EE",83.7790600500357,0,83.7790600500357,0,0
52,1981-11-22,"a_pre_ba",17,"CC",405.262842226488,373.265620823157,31.9972214033309,0,0
52,1981-11-22,"a_pre_ba",19,"EE",93.6951662098111,0,93.6951662098111,0,0
52,1981-11-22,"a_pre_ba",22,"CE",801.517836299414,801.517836299414,0,0,0
53,1981-12-30,"a_pre_ba",2,"CE",807.982288722868,528.86555957059,279.116729152278,0,0
53,1981-12-30,"a_pre_ba",3,"EE",238.766013311092,0,238.766013311092,0,0
53,1981-12-30,"a_pre_ba",4,"CC",833.546748030223,833.546748030223,0,0,0
53,1981-12-30,"a_pre_ba",8,"CE",562.316747460093,562.316747460093,0,0,0
53,1981-12-30,"a_pre_ba",11,"CC",524.246051554031,483.063970109803,41.1820814442282,0,0
53,1981-12-30,"a_pre_ba",14,"CC",676.33584931418,651.848837182131,24.4870121320489,0,0
53,1981-12-30,"a_pre_ba",15,"EE",221.255655523878,0,221.255655523878,0,0
53,1981-12-30,"a_pre_ba",17,"CC",272.212301290726,240.215079887395,31.9972214033309,0,0
53,1981-12-30,"a_pre_ba",19,"EE",330.750423877243,0,330.750423877243,0,0
53,1981-12-30,"a_pre_ba",22,"CE",762.953182123503,762.953182123503,0,0,0
54,1982-01-24,"a_pre_ba",2,"CE",592.459433055577,417.133249487145,175.326183568433,0,0
54,1982-01-24,"a_pre_ba",3,"EE",197.553323217502,0,197.553323217502,0,0
54,1982-01-24,"a_pre_ba",4,"CC",439.481618589606,439.481618589606,0,0,0
54,1982-01-24,"a_pre_ba",8,"CE",0,0,0,0,0
54,1982-01-24,"a_pre_ba",11,"CC",1066.21705455327,965.275309601086,100.941744952185,0,0
54,1982-01-24,"a_pre_ba",14,"CC",381.563643546568,381.563643546568,0,0,0
54,1982-01-24,"a_pre_ba",15,"EE",132.011270851896,0,132.011270851896,0,0
54,1982-01-24,"a_pre_ba",17,"CC",256.096709849622,224.099488446291,31.9972214033309,0,0
54,1982-01-24,"a_pre_ba",19,"EE",122.870774410985,0,122.870774410985,0,0
54,1982-01-24,"a_pre_ba",22,"CE",315.037496050567,315.037496050567,0,0,0
